Time,Source,Destination,Delay_ms,Packet_Loss,Trust_Score,Failure_Type,Throughput_kbps,Signal_Strength,Bandwidth_kbps,Delivered,Label,EventID
717.1,R06,R03,48.82,1.0,0.99999,Packet_Drop,504.21,0.4288,1052.05,0,1,7171
717.2,R11,R12,6.21,0.71106,0.99999,Packet_Drop,471.318,0.8546,978.17,0,1,7172
717.3,R09,R08,8.056,0.9915,0.91678,Packet_Drop,380.454,0.4356,1031.644,0,1,7173
717.4,R04,R12,21.115,1.0,1.0,Packet_Drop,534.029,0.8496,1013.455,0,1,7174
717.5,R10,R08,40.206,0.87572,1.0,Packet_Drop,488.79,0.6735,1009.678,0,1,7175
717.6,R09,R06,11.954,1.0,0.91342,Packet_Drop,426.418,0.4538,984.991,0,1,7176
717.7,R06,R10,13.321,0.84367,1.0,Packet_Drop,494.472,0.4339,930.986,0,1,7177
717.8,R09,R03,15.924,0.78578,0.91074,Packet_Drop,542.346,0.4387,989.945,0,1,7178
717.9,R02,R08,20.124,1.0,0.99731,Packet_Drop,409.728,0.4418,963.406,0,1,7179
718.0,R07,R11,2.283,1.0,1.0,Packet_Drop,490.144,0.498,1047.35,0,1,7180
718.1,R07,R02,29.996,0.89392,1.0,Packet_Drop,497.119,0.4263,956.771,0,1,7181
718.2,R10,R02,14.987,0.6745,1.0,Packet_Drop,463.186,0.49,1026.869,0,1,7182
718.3,R03,R09,9.231,1.0,1.0,Packet_Drop,448.384,0.4587,1057.22,0,1,7183
718.4,R05,R02,69.253,1.0,1.0,Packet_Drop,437.27,0.7322,916.9,0,1,7184
718.5,R02,R08,10.151,1.0,0.99785,Packet_Drop,529.119,0.435,1069.396,0,1,7185
718.6,R04,R01,9.533,1.0,1.0,Packet_Drop,453.345,0.4923,1017.248,0,1,7186
718.7,R10,R09,4.728,0.83154,1.0,Packet_Drop,451.114,0.4874,995.305,0,1,7187
718.8,R06,R01,15.834,0.97337,1.0,Packet_Drop,500.341,0.777,951.203,0,1,7188
718.9,R04,R05,6.079,0.49066,1.0,Packet_Drop,476.218,0.4987,1068.461,0,1,7189
719.0,R05,R07,2.425,0.96187,1.0,Packet_Drop,468.817,0.4752,908.248,0,1,7190
719.1,R12,R06,57.633,1.0,0.99996,Packet_Drop,535.832,0.4481,955.413,0,1,7191
719.2,R02,R03,68.175,0.95208,0.99828,Packet_Drop,506.224,0.4878,1011.062,0,1,7192
719.3,R05,R02,14.115,0.94804,1.0,Packet_Drop,525.386,0.7706,1012.399,0,1,7193
719.4,R09,R10,16.623,1.0,0.92859,Packet_Drop,475.483,0.4851,967.937,0,1,7194
719.5,R04,R09,2.347,1.0,1.0,Packet_Drop,497.706,0.8394,931.189,0,1,7195
719.6,R10,R09,5.402,0.36963,1.0,Packet_Drop,428.381,0.4867,982.793,0,1,7196
719.7,R05,R07,34.395,0.6085,1.0,Packet_Drop,447.402,0.4309,967.822,0,1,7197
719.8,R10,R01,9.969,0.87426,1.0,Packet_Drop,455.133,0.4296,968.469,0,1,7198
719.9,R09,R02,12.303,0.98558,0.94287,Packet_Drop,475.747,0.4334,1008.061,0,1,7199
720.0,R10,R08,40.676,0.45657,1.0,Packet_Drop,485.703,0.6555,1004.834,0,1,7200
720.1,R05,R11,3.937,0.71887,1.0,Packet_Drop,462.946,0.4591,959.897,0,1,7201
720.2,R01,R12,18.125,1.0,1.0,Packet_Drop,503.715,0.6367,956.896,0,1,7202
720.3,R06,R07,42.539,1.0,1.0,Packet_Drop,510.925,0.4261,1014.863,0,1,7203
720.4,R05,R04,5.672,0.53353,1.0,Packet_Drop,517.101,0.4415,983.55,0,1,7204
720.5,R06,R01,44.345,1.0,1.0,Packet_Drop,435.775,0.8868,869.584,0,1,7205
720.6,R03,R04,13.654,0.8552,1.0,Packet_Drop,473.062,0.4428,1061.764,0,1,7206
720.7,R09,R06,16.259,0.71005,0.9543,Packet_Drop,446.035,0.4322,956.672,0,1,7207
720.8,R11,R01,18.663,1.0,0.99999,Packet_Drop,533.692,0.4926,1015.757,0,1,7208
720.9,R04,R08,11.432,0.9969,1.0,Packet_Drop,483.172,0.4472,1016.905,0,1,7209
721.0,R02,R10,12.196,1.0,0.99863,Packet_Drop,449.311,0.4337,994.645,0,1,7210
721.1,R10,R01,13.451,1.0,1.0,Packet_Drop,399.006,0.4422,954.796,0,1,7211
721.2,R06,R02,4.09,0.93364,1.0,Packet_Drop,549.753,0.4887,1071.987,0,1,7212
721.3,R07,R10,13.837,1.0,1.0,Packet_Drop,449.744,0.4695,1028.977,0,1,7213
721.4,R12,R10,12.451,0.94169,0.99996,Packet_Drop,477.175,0.4909,962.051,0,1,7214
721.5,R02,R09,16.776,0.85035,0.9989,Packet_Drop,468.018,0.4802,1042.519,0,1,7215
721.6,R08,R03,112.619,1.0,1.0,Packet_Drop,499.553,0.4506,1043.061,0,1,7216
721.7,R05,R01,15.269,1.0,1.0,Packet_Drop,483.607,0.4662,978.776,0,1,7217
721.8,R02,R01,32.061,0.76103,0.99912,Packet_Drop,463.551,0.7803,1037.09,0,1,7218
721.9,R08,R09,5.973,0.64721,1.0,Packet_Drop,517.076,0.4417,1038.539,0,1,7219
722.0,R04,R11,10.77,0.9466,1.0,Packet_Drop,476.115,0.4426,965.113,0,1,7220
722.1,R06,R07,1.134,0.46274,1.0,Packet_Drop,421.944,0.4491,968.032,1,1,7221
722.2,R08,R05,10.476,0.99436,1.0,Packet_Drop,435.274,0.48,914.005,0,1,7222
722.3,R04,R01,11.05,0.82688,1.0,Packet_Drop,459.161,0.4439,1007.606,0,1,7223
722.4,R01,R12,1.377,1.0,1.0,Packet_Drop,506.199,0.6177,1057.327,0,1,7224
722.5,R04,R09,16.472,0.93086,1.0,Packet_Drop,439.042,0.7727,1037.322,0,1,7225
722.6,R10,R07,18.543,1.0,1.0,Packet_Drop,471.161,0.4761,1053.327,0,1,7226
722.7,R11,R12,4.926,1.0,0.99999,Packet_Drop,453.278,0.8613,942.786,0,1,7227
722.8,R12,R01,18.785,1.0,0.99997,Packet_Drop,529.155,0.6454,974.437,0,1,7228
722.9,R09,R08,14.489,1.0,0.96344,Packet_Drop,448.307,0.4738,1040.968,0,1,7229
723.0,R01,R07,12.347,1.0,1.0,Packet_Drop,495.645,0.4409,988.147,0,1,7230
723.1,R07,R03,4.387,1.0,1.0,Packet_Drop,482.528,0.4882,1022.727,0,1,7231
723.2,R07,R12,18.483,0.74823,1.0,Packet_Drop,511.936,0.4822,1047.994,0,1,7232
723.3,R09,R03,6.683,0.83204,0.97075,Packet_Drop,548.65,0.4404,1111.779,0,1,7233
723.4,R02,R08,6.658,1.0,0.9993,Packet_Drop,514.053,0.484,953.028,0,1,7234
723.5,R02,R10,19.702,0.91932,0.99944,Packet_Drop,480.715,0.4484,1012.737,0,1,7235
723.6,R06,R12,19.173,1.0,1.0,Packet_Drop,441.886,0.4526,1039.35,0,1,7236
723.7,R04,R06,46.344,1.0,1.0,Packet_Drop,459.346,0.4399,1117.709,0,1,7237
723.8,R07,R01,24.848,0.95554,1.0,Packet_Drop,405.583,0.4948,1040.522,0,1,7238
723.9,R04,R12,15.481,0.94387,1.0,Packet_Drop,454.996,0.8756,1055.787,0,1,7239
724.0,R02,R10,46.581,0.59688,0.99955,Packet_Drop,501.401,0.4417,1034.114,0,1,7240
724.1,R01,R04,13.496,1.0,1.0,Packet_Drop,511.654,0.4469,981.932,0,1,7241
724.2,R07,R09,12.414,0.95926,1.0,Packet_Drop,497.122,0.4798,927.039,0,1,7242
724.3,R10,R01,5.383,1.0,1.0,Packet_Drop,436.876,0.4608,1046.147,0,1,7243
724.4,R01,R04,31.753,0.53367,1.0,Packet_Drop,428.263,0.4457,1020.528,0,1,7244
724.5,R01,R02,15.412,0.96333,1.0,Packet_Drop,460.253,0.8137,1041.314,0,1,7245
724.6,R01,R03,2.432,0.78841,1.0,Packet_Drop,484.343,0.4595,950.396,0,1,7246
724.7,R08,R03,6.586,0.88061,1.0,Packet_Drop,592.268,0.4291,1040.426,0,1,7247
724.8,R05,R01,22.053,1.0,1.0,Packet_Drop,461.097,0.4812,1030.082,0,1,7248
724.9,R06,R12,14.24,1.0,1.0,Packet_Drop,397.967,0.4937,1037.397,0,1,7249
725.0,R10,R11,22.565,0.79715,1.0,Packet_Drop,531.131,0.602,1081.223,0,1,7250
725.1,R04,R05,12.572,0.88345,1.0,Packet_Drop,436.807,0.4998,1004.412,0,1,7251
725.2,R03,R10,41.697,1.0,1.0,Packet_Drop,411.036,0.4453,935.513,0,1,7252
725.3,R07,R08,22.751,0.71286,1.0,Packet_Drop,430.748,0.4672,1051.821,0,1,7253
725.4,R11,R02,8.603,1.0,0.99999,Packet_Drop,519.517,0.4622,1016.991,0,1,7254
725.5,R11,R02,24.535,0.54776,1.0,Packet_Drop,445.843,0.4763,1027.683,0,1,7255
725.6,R02,R05,41.178,1.0,0.99964,Packet_Drop,454.136,0.7772,926.413,0,1,7256
725.7,R09,R04,61.454,1.0,0.9766,Packet_Drop,443.028,0.8212,1005.416,0,1,7257
725.8,R08,R06,3.765,0.96576,1.0,Packet_Drop,479.207,0.4895,1003.761,0,1,7258
725.9,R04,R08,7.367,1.0,1.0,Packet_Drop,528.177,0.445,968.987,0,1,7259
726.0,R12,R05,28.726,1.0,0.99998,Packet_Drop,437.606,0.4938,1024.473,0,1,7260
726.1,R06,R09,13.339,0.80299,1.0,Packet_Drop,503.834,0.4364,959.732,0,1,7261
726.2,R05,R11,17.927,1.0,1.0,Packet_Drop,556.595,0.4635,1053.754,0,1,7262
726.3,R04,R09,37.171,0.70035,1.0,Packet_Drop,441.759,0.8407,981.072,0,1,7263
726.4,R05,R06,23.251,0.60448,1.0,Packet_Drop,433.136,0.575,1030.761,0,1,7264
726.5,R12,R09,5.976,0.8137,0.99998,Packet_Drop,454.581,0.4261,939.408,0,1,7265
726.6,R09,R02,27.887,1.0,0.98128,Packet_Drop,506.765,0.4558,993.879,0,1,7266
726.7,R01,R06,73.399,0.92222,1.0,Packet_Drop,474.108,0.7997,966.078,0,1,7267
726.8,R07,R10,8.342,1.0,1.0,Packet_Drop,454.883,0.4913,973.96,0,1,7268
726.9,R08,R05,17.347,0.95889,1.0,Packet_Drop,501.681,0.4254,985.716,0,1,7269
727.0,R02,R04,8.317,1.0,0.99971,Packet_Drop,459.753,0.479,1036.198,0,1,7270
727.1,R03,R09,12.173,1.0,1.0,Packet_Drop,477.037,0.4724,950.91,0,1,7271
727.2,R04,R05,6.023,1.0,1.0,Packet_Drop,453.39,0.4314,1005.352,0,1,7272
727.3,R12,R09,10.608,1.0,0.99999,Packet_Drop,562.173,0.497,916.148,0,1,7273
727.4,R04,R02,39.492,1.0,1.0,Packet_Drop,528.924,0.4548,1151.037,0,1,7274
727.5,R06,R03,11.093,1.0,1.0,Packet_Drop,472.231,0.4278,975.806,0,1,7275
727.6,R01,R04,25.859,1.0,1.0,Packet_Drop,493.885,0.497,859.118,0,1,7276
727.7,R12,R08,5.015,1.0,0.99999,Packet_Drop,541.325,0.4664,992.492,0,1,7277
727.8,R11,R08,20.209,1.0,1.0,Packet_Drop,498.283,0.483,1049.46,0,1,7278
727.9,R02,R01,9.942,1.0,0.99977,Packet_Drop,549.116,0.7403,983.022,0,1,7279
728.0,R08,R01,11.837,0.78637,1.0,Packet_Drop,456.444,0.4331,877.275,0,1,7280
728.1,R05,R12,13.745,1.0,1.0,Packet_Drop,570.859,0.477,1027.215,0,1,7281
728.2,R10,R07,13.201,1.0,1.0,Packet_Drop,455.838,0.4568,1003.23,0,1,7282
728.3,R05,R02,12.621,0.96815,1.0,Packet_Drop,500.499,0.8259,929.785,0,1,7283
728.4,R01,R05,36.577,1.0,1.0,Packet_Drop,440.773,0.434,1009.234,0,1,7284
728.5,R10,R07,12.002,0.70777,1.0,Packet_Drop,473.208,0.4603,1058.247,0,1,7285
728.6,R08,R01,2.967,0.97112,1.0,Packet_Drop,436.457,0.4366,1023.513,0,1,7286
728.7,R07,R12,10.629,0.93792,1.0,Packet_Drop,480.848,0.4406,1017.263,0,1,7287
728.8,R08,R01,14.371,0.88802,1.0,Packet_Drop,454.471,0.4938,1098.179,0,1,7288
728.9,R04,R12,63.588,1.0,1.0,Packet_Drop,473.393,0.8827,1000.212,0,1,7289
729.0,R07,R03,11.008,0.94958,1.0,Packet_Drop,512.35,0.4538,975.387,0,1,7290
729.1,R11,R07,15.867,1.0,1.0,Packet_Drop,493.742,0.496,1062.854,0,1,7291
729.2,R09,R01,55.915,1.0,0.98502,Packet_Drop,498.459,0.4868,1102.452,0,1,7292
729.3,R11,R05,3.829,0.85713,1.0,Packet_Drop,427.081,0.4319,1042.976,0,1,7293
729.4,R01,R09,10.172,0.84745,1.0,Packet_Drop,488.552,0.4992,938.251,0,1,7294
729.5,R06,R01,15.632,1.0,1.0,Packet_Drop,483.884,0.8232,1031.355,0,1,7295
729.6,R10,R06,17.798,1.0,1.0,Packet_Drop,440.951,0.4914,917.373,0,1,7296
729.7,R05,R10,17.635,0.69009,1.0,Packet_Drop,423.075,0.4892,1146.251,0,1,7297
729.8,R04,R01,60.533,1.0,1.0,Packet_Drop,483.885,0.4363,951.835,0,1,7298
729.9,R06,R10,44.89,0.9522,1.0,Packet_Drop,485.017,0.4254,1006.441,0,1,7299
730.0,R07,R12,15.856,0.99364,1.0,Packet_Drop,511.876,0.4948,972.803,0,1,7300
730.1,R12,R01,6.67,1.0,0.99999,Packet_Drop,507.498,0.6519,1025.242,0,1,7301
730.2,R02,R09,31.033,1.0,0.99982,Packet_Drop,474.727,0.4953,1043.176,0,1,7302
730.3,R07,R11,14.645,0.78604,1.0,Packet_Drop,458.163,0.4902,1042.648,0,1,7303
730.4,R05,R09,7.289,1.0,1.0,Packet_Drop,469.638,0.4792,962.25,0,1,7304
730.5,R08,R07,22.146,0.8917,1.0,Packet_Drop,494.153,0.4777,957.647,0,1,7305
730.6,R10,R12,150.299,0.92326,1.0,Packet_Drop,599.336,0.4698,999.724,0,1,7306
730.7,R09,R05,8.015,1.0,0.98802,Packet_Drop,561.28,0.4356,980.76,0,1,7307
730.8,R03,R07,3.317,1.0,1.0,Packet_Drop,522.9,0.4624,1031.413,0,1,7308
730.9,R08,R04,24.975,0.94216,1.0,Packet_Drop,518.583,0.4563,1025.896,0,1,7309
731.0,R03,R01,31.575,0.92658,1.0,Packet_Drop,485.806,0.4734,1035.273,0,1,7310
731.1,R05,R11,34.63,0.55895,1.0,Packet_Drop,518.696,0.4856,1042.345,0,1,7311
731.2,R05,R02,27.38,0.95019,1.0,Packet_Drop,495.601,0.7565,898.08,0,1,7312
731.3,R04,R09,13.634,1.0,1.0,Packet_Drop,531.928,0.8396,1061.625,0,1,7313
731.4,R05,R06,5.031,0.80619,1.0,Packet_Drop,577.151,0.5842,1015.539,0,1,7314
731.5,R10,R07,28.431,0.65674,1.0,Packet_Drop,493.988,0.4524,1053.739,0,1,7315
731.6,R01,R10,10.291,1.0,1.0,Packet_Drop,492.346,0.4557,1073.074,0,1,7316
731.7,R05,R06,30.675,0.90779,1.0,Packet_Drop,483.502,0.556,1033.54,0,1,7317
731.8,R05,R11,7.249,0.94672,1.0,Packet_Drop,445.074,0.4896,1073.667,0,1,7318
731.9,R05,R11,11.716,0.96349,1.0,Packet_Drop,508.272,0.4422,1043.178,0,1,7319
732.0,R10,R01,14.911,0.89148,1.0,Packet_Drop,495.116,0.4478,1047.372,0,1,7320
732.1,R02,R05,8.968,1.0,0.99985,Packet_Drop,515.401,0.8193,1016.679,0,1,7321
732.2,R10,R11,11.559,0.93275,1.0,Packet_Drop,416.027,0.6738,1038.71,0,1,7322
732.3,R06,R05,9.748,1.0,1.0,Packet_Drop,505.284,0.5454,1023.0,0,1,7323
732.4,R03,R08,34.219,0.84924,1.0,Packet_Drop,463.149,0.4373,1095.39,0,1,7324
732.5,R08,R01,29.058,1.0,1.0,Packet_Drop,514.13,0.4741,1009.562,0,1,7325
732.6,R08,R01,9.964,0.675,1.0,Packet_Drop,491.282,0.4816,939.096,0,1,7326
732.7,R08,R01,11.853,0.97077,1.0,Packet_Drop,440.435,0.4497,1068.873,0,1,7327
732.8,R06,R08,4.79,0.97615,1.0,Packet_Drop,567.521,0.4624,992.757,0,1,7328
732.9,R11,R09,24.074,1.0,1.0,Packet_Drop,514.985,0.4771,1042.051,0,1,7329
733.0,R04,R07,42.897,0.98525,1.0,Packet_Drop,497.149,0.8173,1002.389,0,1,7330
733.1,R01,R10,19.973,0.57146,1.0,Packet_Drop,446.156,0.4335,1049.951,0,1,7331
733.2,R02,R05,18.253,1.0,0.99988,Packet_Drop,510.168,0.8198,1011.163,0,1,7332
733.3,R10,R09,13.12,1.0,1.0,Packet_Drop,479.829,0.4862,1017.31,0,1,7333
733.4,R06,R02,17.67,0.76174,1.0,Packet_Drop,514.593,0.4796,1098.611,0,1,7334
733.5,R08,R03,18.947,0.88612,1.0,Packet_Drop,469.964,0.4375,1050.034,0,1,7335
733.6,R05,R12,26.664,1.0,1.0,Packet_Drop,468.693,0.4379,1138.22,0,1,7336
733.7,R05,R08,34.563,0.66179,1.0,Packet_Drop,438.005,0.4275,975.423,0,1,7337
733.8,R03,R04,2.849,0.91737,1.0,Packet_Drop,524.862,0.4461,1028.99,0,1,7338
733.9,R11,R03,29.933,0.74664,1.0,Packet_Drop,435.866,0.474,1046.457,0,1,7339
734.0,R03,R10,10.058,0.83193,1.0,Packet_Drop,475.201,0.4849,1049.732,0,1,7340
734.1,R11,R01,4.38,0.97572,1.0,Packet_Drop,506.719,0.4911,972.133,0,1,7341
734.2,R04,R02,25.097,0.94156,1.0,Packet_Drop,423.553,0.4371,995.238,0,1,7342
734.3,R11,R01,27.212,0.55613,1.0,Packet_Drop,484.505,0.497,1020.219,0,1,7343
734.4,R03,R11,2.054,0.77118,1.0,Packet_Drop,489.067,0.438,1001.499,0,1,7344
734.5,R09,R08,14.114,1.0,0.99042,Packet_Drop,494.637,0.4278,997.808,0,1,7345
734.6,R10,R06,30.1,1.0,1.0,Packet_Drop,473.71,0.4382,943.131,0,1,7346
734.7,R01,R09,23.237,1.0,1.0,Packet_Drop,446.451,0.442,951.342,0,1,7347
734.8,R12,R04,43.67,1.0,0.99999,Packet_Drop,396.029,0.8804,982.645,0,1,7348
734.9,R01,R05,7.032,0.76555,1.0,Packet_Drop,457.701,0.4992,1020.017,0,1,7349
735.0,R05,R01,8.116,0.93984,1.0,Packet_Drop,440.069,0.4354,1103.106,0,1,7350
735.1,R11,R06,9.865,1.0,1.0,Packet_Drop,518.113,0.495,978.858,0,1,7351
735.2,R09,R01,5.41,0.36312,0.99233,Packet_Drop,382.894,0.474,998.965,0,1,7352
735.3,R10,R04,55.085,1.0,1.0,Packet_Drop,519.86,0.4264,1014.02,0,1,7353
735.4,R06,R02,16.954,1.0,1.0,Packet_Drop,593.891,0.4971,937.458,0,1,7354
735.5,R02,R09,81.37,1.0,0.99991,Packet_Drop,473.517,0.4862,998.575,0,1,7355
735.6,R08,R02,6.092,1.0,1.0,Packet_Drop,480.538,0.4252,990.383,0,1,7356
735.7,R09,R02,6.642,0.80441,0.99387,Packet_Drop,478.768,0.4569,1009.261,0,1,7357
735.8,R04,R12,9.292,1.0,1.0,Packet_Drop,474.031,0.8663,928.028,0,1,7358
735.9,R06,R10,24.479,0.99373,1.0,Packet_Drop,482.543,0.4431,1058.306,0,1,7359
736.0,R06,R11,8.262,0.96166,1.0,Packet_Drop,460.98,0.4972,969.666,0,1,7360
736.1,R07,R02,29.826,1.0,1.0,Packet_Drop,516.873,0.4409,961.633,0,1,7361
736.2,R11,R07,7.719,0.94104,1.0,Packet_Drop,411.029,0.4626,1054.263,0,1,7362
736.3,R05,R03,20.761,0.93444,1.0,Packet_Drop,426.911,0.4787,938.302,0,1,7363
736.4,R01,R06,12.734,1.0,1.0,Packet_Drop,433.232,0.8188,1061.75,0,1,7364
736.5,R10,R06,58.343,1.0,1.0,Packet_Drop,460.641,0.4404,1033.793,0,1,7365
736.6,R06,R07,13.724,1.0,1.0,Packet_Drop,459.184,0.4506,1036.664,0,1,7366
736.7,R11,R06,9.931,0.94538,1.0,Packet_Drop,469.826,0.4494,898.813,0,1,7367
736.8,R08,R05,3.213,0.9898,1.0,Packet_Drop,447.24,0.4982,1032.612,0,1,7368
736.9,R10,R01,33.559,1.0,1.0,Packet_Drop,533.316,0.4562,957.384,0,1,7369
737.0,R03,R06,13.827,0.71565,1.0,Packet_Drop,474.807,0.4781,986.187,0,1,7370
737.1,R01,R05,4.469,0.79683,1.0,Packet_Drop,450.753,0.4646,1006.243,0,1,7371
737.2,R03,R10,34.222,0.84612,1.0,Packet_Drop,479.968,0.4474,954.944,0,1,7372
737.3,R01,R02,21.869,0.98654,1.0,Packet_Drop,493.864,0.8381,996.749,0,1,7373
737.4,R10,R04,3.71,0.70978,1.0,Packet_Drop,511.996,0.4534,945.078,0,1,7374
737.5,R06,R09,13.651,0.63678,1.0,Artificial_Delay,244.393,0.4668,1012.535,0,1,7375
737.6,R12,R09,66.089,0.84365,0.99999,Artificial_Delay,267.541,0.4484,1018.877,0,1,7376
737.7,R10,R06,124.939,0.00823,1.0,Artificial_Delay,265.397,0.4836,1037.878,1,1,7377
737.8,R04,R07,202.259,0.36025,1.0,Artificial_Delay,271.404,0.817,909.434,1,1,7378
737.9,R10,R01,31.717,0.01642,1.0,Artificial_Delay,251.247,0.4615,1035.187,1,1,7379
738.0,R11,R03,28.307,0.5803,1.0,Artificial_Delay,254.727,0.4922,1045.733,0,1,7380
738.1,R07,R11,44.323,0.07567,1.0,Artificial_Delay,291.246,0.4493,1023.816,1,1,7381
738.2,R02,R12,106.801,0.4179,0.99992,Artificial_Delay,271.372,0.4473,972.422,1,1,7382
738.3,R04,R10,42.753,0.29827,1.0,Artificial_Delay,242.81,0.4785,966.156,1,1,7383
738.4,R09,R10,120.797,0.20996,0.99509,Artificial_Delay,234.857,0.4629,979.92,1,1,7384
738.5,R11,R09,46.009,0.16619,1.0,Artificial_Delay,242.977,0.4933,1064.799,1,1,7385
738.6,R12,R07,35.495,0.25171,1.0,Artificial_Delay,270.94,0.4827,1020.941,1,1,7386
738.7,R09,R02,48.121,0.02236,0.99607,Artificial_Delay,247.676,0.4676,1068.907,1,1,7387
738.8,R09,R01,77.649,0.05645,0.99686,Artificial_Delay,258.362,0.4694,986.414,1,1,7388
738.9,R10,R08,27.275,0.12875,1.0,Artificial_Delay,234.62,0.6503,908.279,1,1,7389
739.0,R11,R09,75.215,0.11824,1.0,Artificial_Delay,236.763,0.4712,1046.579,1,1,7390
739.1,R09,R08,17.304,0.18298,0.99749,Artificial_Delay,290.564,0.4607,1080.677,1,1,7391
739.2,R06,R05,12.448,0.11104,1.0,Artificial_Delay,245.526,0.5539,1077.223,1,1,7392
739.3,R04,R10,176.039,0.30116,1.0,Artificial_Delay,269.629,0.4814,910.827,1,1,7393
739.4,R05,R04,58.202,0.23671,1.0,Artificial_Delay,251.175,0.4691,929.251,1,1,7394
739.5,R06,R04,88.843,0.04089,1.0,Artificial_Delay,286.267,0.49,942.494,1,1,7395
739.6,R06,R04,42.214,0.0164,1.0,Artificial_Delay,245.599,0.4404,951.701,1,1,7396
739.7,R08,R06,195.321,0.81702,0.98,Artificial_Delay,261.791,0.4477,1066.85,0,1,7397
739.8,R12,R02,80.572,0.22752,1.0,Artificial_Delay,275.065,0.4639,1047.755,1,1,7398
739.9,R12,R04,134.376,0.15197,1.0,Artificial_Delay,325.933,0.8919,949.678,1,1,7399
740.0,R08,R07,150.676,0.07582,0.964,Artificial_Delay,282.126,0.4784,957.447,1,1,7400
740.1,R06,R02,182.327,0.03715,1.0,Artificial_Delay,273.032,0.5,983.157,1,1,7401
740.2,R06,R09,114.007,0.02124,1.0,Artificial_Delay,271.175,0.4555,976.815,1,1,7402
740.3,R09,R02,76.446,0.06283,0.99799,Artificial_Delay,289.213,0.4339,1060.463,1,1,7403
740.4,R06,R11,75.799,0.08415,1.0,Artificial_Delay,282.253,0.441,1008.589,1,1,7404
740.5,R08,R10,87.482,0.07989,0.9512,Artificial_Delay,280.74,0.6706,972.578,1,1,7405
740.6,R04,R08,201.291,0.18847,1.0,Artificial_Delay,265.984,0.4813,1052.696,1,1,7406
740.7,R07,R04,103.242,0.34779,1.0,Artificial_Delay,236.441,0.7854,1034.47,1,1,7407
740.8,R10,R03,157.397,0.195,1.0,Artificial_Delay,280.757,0.4437,1064.376,1,1,7408
740.9,R09,R04,534.137,0.4096,0.99839,Artificial_Delay,273.043,0.7911,926.892,1,1,7409
741.0,R07,R11,44.221,0.15941,1.0,Artificial_Delay,230.252,0.441,1028.149,1,1,7410
741.1,R10,R11,63.678,0.0381,1.0,Artificial_Delay,242.878,0.6817,1000.862,1,1,7411
741.2,R03,R10,55.452,0.19147,1.0,Artificial_Delay,246.27,0.4963,991.454,1,1,7412
741.3,R05,R12,110.208,0.31352,1.0,Artificial_Delay,220.238,0.4705,980.265,1,1,7413
741.4,R06,R12,170.831,0.15548,1.0,Artificial_Delay,257.825,0.4564,962.696,1,1,7414
741.5,R02,R12,30.654,0.12026,0.99994,Artificial_Delay,278.285,0.4399,910.313,1,1,7415
741.6,R07,R12,73.502,0.0132,1.0,Artificial_Delay,262.277,0.461,1008.368,1,1,7416
741.7,R09,R03,16.467,0.0011,0.99871,Artificial_Delay,260.309,0.4445,900.172,1,1,7417
741.8,R10,R08,152.842,0.04421,1.0,Artificial_Delay,291.042,0.7056,1022.842,1,1,7418
741.9,R11,R04,79.472,0.32071,1.0,Artificial_Delay,262.142,0.4574,986.142,1,1,7419
742.0,R03,R08,109.746,0.11087,1.0,Artificial_Delay,281.905,0.4407,991.331,1,1,7420
742.1,R01,R03,91.52,1.0,1.0,Artificial_Delay,264.859,0.4742,947.409,0,1,7421
742.2,R02,R07,23.185,0.47677,0.99995,Artificial_Delay,302.745,0.434,929.011,1,1,7422
742.3,R05,R09,79.87,0.15695,1.0,Artificial_Delay,283.853,0.4635,1046.943,1,1,7423
742.4,R12,R08,139.591,0.27492,1.0,Artificial_Delay,219.896,0.426,1044.579,1,1,7424
742.5,R12,R02,75.696,0.00225,1.0,Artificial_Delay,283.614,0.489,1009.108,1,1,7425
742.6,R03,R01,93.433,0.08969,1.0,Artificial_Delay,264.691,0.4549,909.269,1,1,7426
742.7,R07,R01,74.157,0.14578,1.0,Artificial_Delay,307.079,0.4272,999.624,1,1,7427
742.8,R12,R03,198.355,0.21134,1.0,Artificial_Delay,295.646,0.5662,964.677,1,1,7428
742.9,R02,R03,88.993,0.35526,0.99996,Artificial_Delay,255.398,0.4911,1059.343,1,1,7429
743.0,R09,R12,103.957,0.00524,0.99897,Artificial_Delay,221.175,0.4691,1066.029,1,1,7430
743.1,R07,R12,58.213,0.00404,1.0,Artificial_Delay,302.614,0.4966,978.777,1,1,7431
743.2,R06,R03,154.694,0.44459,1.0,Artificial_Delay,226.271,0.4372,1007.909,1,1,7432
743.3,R07,R09,123.321,0.03459,1.0,Artificial_Delay,298.616,0.4687,979.641,1,1,7433
743.4,R04,R05,220.474,0.91965,1.0,Artificial_Delay,227.148,0.4559,932.643,0,1,7434
743.5,R02,R06,49.012,0.13357,0.99997,Artificial_Delay,265.209,0.4397,1120.696,1,1,7435
743.6,R06,R10,53.312,0.02648,1.0,Artificial_Delay,279.745,0.4544,921.241,1,1,7436
743.7,R10,R12,71.6,0.04938,1.0,Artificial_Delay,285.085,0.4466,1000.129,1,1,7437
743.8,R02,R01,36.475,0.04884,0.99998,Artificial_Delay,258.403,0.8017,1048.413,1,1,7438
743.9,R02,R06,78.208,0.21955,0.99998,Artificial_Delay,276.368,0.4338,1061.164,1,1,7439
